snapshot_date,category,seniority,tier,listings_with_ai,total_listings,pct,required_count
5/7/2026,devops,entry,genai,0,11,0,0
5/7/2026,devops,entry,ml,0,11,0,0
5/7/2026,devops,mid,any_ai,35,121,28.9,35
5/7/2026,devops,mid,genai,31,121,25.6,31
5/7/2026,devops,mid,ml,12,121,9.9,12
5/7/2026,devops,senior,any_ai,27,120,22.5,27
5/7/2026,devops,senior,genai,13,120,10.8,13
5/7/2026,devops,senior,ml,18,120,15,18
5/7/2026,engineering,all,any_ai,357,1124,31.8,350
5/7/2026,engineering,all,genai,205,1124,18.2,199
5/7/2026,engineering,all,ml,242,1124,21.5,237
5/7/2026,engineering,entry,any_ai,8,20,40,7
5/7/2026,engineering,entry,genai,5,20,25,4
5/7/2026,engineering,entry,ml,5,20,25,5
5/7/2026,engineering,mid,any_ai,75,371,20.2,73
5/7/2026,engineering,mid,genai,46,371,12.4,45
5/7/2026,engineering,mid,ml,48,371,12.9,44
5/7/2026,engineering,senior,any_ai,274,733,37.4,270
5/7/2026,engineering,senior,genai,154,733,21,150
5/7/2026,engineering,senior,ml,189,733,25.8,188
5/7/2026,product,all,any_ai,108,365,29.6,107
5/7/2026,product,all,genai,82,365,22.5,79
5/7/2026,product,all,ml,54,365,14.8,54
5/7/2026,product,entry,any_ai,0,1,0,0
5/7/2026,product,entry,genai,0,1,0,0
5/7/2026,product,entry,ml,0,1,0,0
5/7/2026,product,mid,any_ai,32,106,30.2,31
5/7/2026,product,mid,genai,24,106,22.6,23
5/7/2026,product,mid,ml,12,106,11.3,12
5/7/2026,product,senior,any_ai,76,258,29.5,76
5/7/2026,product,senior,genai,58,258,22.5,56
5/7/2026,product,senior,ml,42,258,16.3,42
5/7/2026,security,all,any_ai,15,73,20.5,11
5/7/2026,security,all,genai,10,73,13.7,6
5/7/2026,security,all,ml,9,73,12.3,9
5/7/2026,security,entry,any_ai,0,1,0,0
5/7/2026,security,entry,genai,0,1,0,0
5/7/2026,security,entry,ml,0,1,0,0
5/7/2026,security,mid,any_ai,3,18,16.7,1
5/7/2026,security,mid,genai,3,18,16.7,1
5/7/2026,security,mid,ml,0,18,0,0
5/7/2026,security,senior,any_ai,12,54,22.2,10
5/7/2026,security,senior,genai,7,54,13,5
5/7/2026,security,senior,ml,9,54,16.7,9
5/14/2026,ai,all,any_ai,294,318,92.5,292
5/14/2026,ai,all,genai,241,318,75.8,236
5/14/2026,ai,all,ml,232,318,73,230
5/14/2026,ai,mid,any_ai,164,174,94.3,162
5/14/2026,ai,mid,genai,141,174,81,138
5/14/2026,ai,mid,ml,122,174,70.1,120
5/14/2026,ai,senior,any_ai,130,144,90.3,130
5/14/2026,ai,senior,genai,100,144,69.4,98
5/14/2026,ai,senior,ml,110,144,76.4,110
5/14/2026,data,all,any_ai,99,251,39.4,95
5/14/2026,data,all,genai,43,251,17.1,40
5/14/2026,data,all,ml,78,251,31.1,77
5/14/2026,data,entry,any_ai,0,3,0,0
5/14/2026,data,entry,genai,0,3,0,0
5/14/2026,data,entry,ml,0,3,0,0
5/14/2026,data,mid,any_ai,28,98,28.6,28
5/14/2026,data,mid,genai,14,98,14.3,14
5/14/2026,data,mid,ml,23,98,23.5,23
5/14/2026,data,senior,any_ai,71,150,47.3,67
5/14/2026,data,senior,genai,29,150,19.3,26
5/14/2026,data,senior,ml,55,150,36.7,54
5/14/2026,devops,all,any_ai,68,182,37.4,58
5/14/2026,devops,all,genai,56,182,30.8,46
5/14/2026,devops,all,ml,24,182,13.2,24
5/14/2026,devops,mid,any_ai,45,100,45,35
5/14/2026,devops,mid,genai,41,100,41,31
5/14/2026,devops,mid,ml,12,100,12,12
5/14/2026,devops,senior,any_ai,23,82,28,23
5/14/2026,devops,senior,genai,15,82,18.3,15
5/14/2026,devops,senior,ml,12,82,14.6,12
5/14/2026,engineering,all,any_ai,294,1024,28.7,285
5/14/2026,engineering,all,genai,180,1024,17.6,172
5/14/2026,engineering,all,ml,197,1024,19.2,192
5/14/2026,engineering,entry,any_ai,7,19,36.8,6
5/14/2026,engineering,entry,genai,5,19,26.3,4
5/14/2026,engineering,entry,ml,4,19,21.1,4
5/14/2026,engineering,mid,any_ai,67,351,19.1,64
5/14/2026,engineering,mid,genai,45,351,12.8,43
5/14/2026,engineering,mid,ml,41,351,11.7,37
5/14/2026,engineering,senior,any_ai,220,654,33.6,215
5/14/2026,engineering,senior,genai,130,654,19.9,125
5/14/2026,engineering,senior,ml,152,654,23.2,151
5/14/2026,product,all,any_ai,112,357,31.4,110
5/14/2026,product,all,genai,84,357,23.5,81
5/14/2026,product,all,ml,56,357,15.7,55
5/14/2026,product,mid,any_ai,33,102,32.4,32
5/14/2026,product,mid,genai,24,102,23.5,23
5/14/2026,product,mid,ml,13,102,12.7,13
5/14/2026,product,senior,any_ai,79,255,31,78
5/14/2026,product,senior,genai,60,255,23.5,58
5/14/2026,product,senior,ml,43,255,16.9,42
5/14/2026,security,all,any_ai,16,53,30.2,12
5/14/2026,security,all,genai,12,53,22.6,8
5/14/2026,security,all,ml,7,53,13.2,7
5/14/2026,security,entry,any_ai,0,1,0,0
5/14/2026,security,entry,genai,0,1,0,0
5/14/2026,security,entry,ml,0,1,0,0
5/14/2026,security,mid,any_ai,5,17,29.4,3
5/14/2026,security,mid,genai,5,17,29.4,3
5/14/2026,security,mid,ml,0,17,0,0
5/14/2026,security,senior,any_ai,11,35,31.4,9
5/14/2026,security,senior,genai,7,35,20,5
5/14/2026,security,senior,ml,7,35,20,7
5/21/2026,ai,all,any_ai,305,345,88.4,303
5/21/2026,ai,all,genai,241,345,69.9,236
5/21/2026,ai,all,ml,240,345,69.6,238
5/21/2026,ai,mid,any_ai,164,185,88.6,162
5/21/2026,ai,mid,genai,136,185,73.5,133
5/21/2026,ai,mid,ml,122,185,65.9,120
5/21/2026,ai,senior,any_ai,141,160,88.1,141
5/21/2026,ai,senior,genai,105,160,65.6,103
5/21/2026,ai,senior,ml,118,160,73.8,118
5/21/2026,data,all,any_ai,86,219,39.3,82
5/21/2026,data,all,genai,36,219,16.4,33
5/21/2026,data,all,ml,67,219,30.6,66
5/21/2026,data,entry,any_ai,0,3,0,0
5/21/2026,data,entry,genai,0,3,0,0
5/21/2026,data,entry,ml,0,3,0,0
5/21/2026,data,mid,any_ai,23,80,28.7,23
5/21/2026,data,mid,genai,12,80,15,12
5/21/2026,data,mid,ml,18,80,22.5,18
5/21/2026,data,senior,any_ai,63,136,46.3,59
5/21/2026,data,senior,genai,24,136,17.6,21
5/21/2026,data,senior,ml,49,136,36,48
5/21/2026,devops,all,any_ai,65,182,35.7,55
5/21/2026,devops,all,genai,54,182,29.7,44
5/21/2026,devops,all,ml,23,182,12.6,23
5/21/2026,devops,entry,any_ai,0,1,0,0
5/21/2026,devops,entry,genai,0,1,0,0
5/21/2026,devops,entry,ml,0,1,0,0
5/21/2026,devops,mid,any_ai,43,104,41.3,33
5/21/2026,devops,mid,genai,40,104,38.5,30
5/21/2026,devops,mid,ml,11,104,10.6,11
5/21/2026,devops,senior,any_ai,22,77,28.6,22
5/21/2026,devops,senior,genai,14,77,18.2,14
5/21/2026,devops,senior,ml,12,77,15.6,12
5/21/2026,engineering,all,any_ai,302,1048,28.8,291
5/21/2026,engineering,all,genai,190,1048,18.1,180
5/21/2026,engineering,all,ml,198,1048,18.9,192
5/21/2026,engineering,entry,any_ai,7,19,36.8,6
5/21/2026,engineering,entry,genai,5,19,26.3,4
5/21/2026,engineering,entry,ml,4,19,21.1,4
5/21/2026,engineering,mid,any_ai,72,357,20.2,69
5/21/2026,engineering,mid,genai,52,357,14.6,50
5/21/2026,engineering,mid,ml,39,357,10.9,35
5/21/2026,engineering,senior,any_ai,223,672,33.2,216
5/21/2026,engineering,senior,genai,133,672,19.8,126
5/21/2026,engineering,senior,ml,155,672,23.1,153
5/21/2026,product,all,any_ai,111,364,30.5,109
5/21/2026,product,all,genai,84,364,23.1,81
5/21/2026,product,all,ml,55,364,15.1,54
5/21/2026,product,entry,any_ai,0,1,0,0
5/21/2026,product,entry,genai,0,1,0,0
5/21/2026,product,entry,ml,0,1,0,0
5/21/2026,product,mid,any_ai,33,107,30.8,32
5/21/2026,product,mid,genai,24,107,22.4,23
5/21/2026,product,mid,ml,13,107,12.1,13
5/21/2026,product,senior,any_ai,78,256,30.5,77
5/21/2026,product,senior,genai,60,256,23.4,58
5/21/2026,product,senior,ml,42,256,16.4,41
5/21/2026,security,all,any_ai,11,41,26.8,7
5/21/2026,security,all,genai,11,41,26.8,7
5/21/2026,security,all,ml,2,41,4.9,2
5/21/2026,security,mid,any_ai,5,14,35.7,3
5/21/2026,security,mid,genai,5,14,35.7,3
5/21/2026,security,mid,ml,0,14,0,0
5/21/2026,security,senior,any_ai,6,27,22.2,4
5/21/2026,security,senior,genai,6,27,22.2,4
5/21/2026,security,senior,ml,2,27,7.4,2
5/28/2026,ai,all,any_ai,300,336,89.3,298
5/28/2026,ai,all,genai,241,336,71.7,236
5/28/2026,ai,all,ml,238,336,70.8,236
5/28/2026,ai,entry,any_ai,1,2,50,1
5/28/2026,ai,entry,genai,0,2,0,0
5/28/2026,ai,entry,ml,1,2,50,1
5/28/2026,ai,mid,any_ai,167,181,92.3,165
5/28/2026,ai,mid,genai,140,181,77.3,137
5/28/2026,ai,mid,ml,126,181,69.6,124
5/28/2026,ai,senior,any_ai,132,153,86.3,132
5/28/2026,ai,senior,genai,101,153,66,99
5/28/2026,ai,senior,ml,111,153,72.5,111
5/28/2026,data,all,any_ai,78,249,31.3,74
5/28/2026,data,all,genai,35,249,14.1,32
5/28/2026,data,all,ml,60,249,24.1,59
5/28/2026,data,entry,any_ai,0,3,0,0
5/28/2026,data,entry,genai,0,3,0,0
5/28/2026,data,entry,ml,0,3,0,0
5/28/2026,data,mid,any_ai,22,103,21.4,22
5/28/2026,data,mid,genai,12,103,11.7,12
5/28/2026,data,mid,ml,17,103,16.5,17
5/28/2026,data,senior,any_ai,56,143,39.2,52
5/28/2026,data,senior,genai,23,143,16.1,20
5/28/2026,data,senior,ml,43,143,30.1,42
5/28/2026,devops,all,any_ai,67,196,34.2,56
5/28/2026,devops,all,genai,55,196,28.1,44
5/28/2026,devops,all,ml,24,196,12.2,24
5/28/2026,devops,entry,any_ai,0,1,0,0
5/28/2026,devops,entry,genai,0,1,0,0
5/28/2026,devops,entry,ml,0,1,0,0
5/28/2026,devops,mid,any_ai,44,112,39.3,33
5/28/2026,devops,mid,genai,41,112,36.6,30
5/28/2026,devops,mid,ml,11,112,9.8,11
5/28/2026,devops,senior,any_ai,23,83,27.7,23
5/28/2026,devops,senior,genai,14,83,16.9,14
5/28/2026,devops,senior,ml,13,83,15.7,13
5/28/2026,engineering,all,any_ai,284,1082,26.2,271
5/28/2026,engineering,all,genai,181,1082,16.7,169
5/28/2026,engineering,all,ml,182,1082,16.8,176
5/28/2026,engineering,entry,any_ai,7,20,35,6
5/28/2026,engineering,entry,genai,5,20,25,4
5/28/2026,engineering,entry,ml,3,20,15,3
5/28/2026,engineering,mid,any_ai,69,381,18.1,66
5/28/2026,engineering,mid,genai,49,381,12.9,47
5/28/2026,engineering,mid,ml,34,381,8.9,30
5/28/2026,engineering,senior,any_ai,208,681,30.5,199
5/28/2026,engineering,senior,genai,127,681,18.6,118
5/28/2026,engineering,senior,ml,145,681,21.3,143
5/28/2026,product,all,any_ai,100,345,29,98
5/28/2026,product,all,genai,73,345,21.2,70
5/28/2026,product,all,ml,52,345,15.1,51
5/28/2026,product,entry,any_ai,0,1,0,0
5/28/2026,product,entry,genai,0,1,0,0
5/28/2026,product,entry,ml,0,1,0,0
5/28/2026,product,mid,any_ai,29,101,28.7,28
5/28/2026,product,mid,genai,21,101,20.8,20
5/28/2026,product,mid,ml,12,101,11.9,12
5/28/2026,product,senior,any_ai,71,243,29.2,70
5/28/2026,product,senior,genai,52,243,21.4,50
5/28/2026,product,senior,ml,40,243,16.5,39
5/28/2026,security,all,any_ai,12,45,26.7,8
5/28/2026,security,all,genai,12,45,26.7,8
5/28/2026,security,all,ml,2,45,4.4,2
5/28/2026,security,mid,any_ai,5,16,31.2,3
5/28/2026,security,mid,genai,5,16,31.2,3
5/28/2026,security,mid,ml,0,16,0,0
5/28/2026,security,senior,any_ai,7,29,24.1,5
5/28/2026,security,senior,genai,7,29,24.1,5
5/28/2026,security,senior,ml,2,29,6.9,2
6/4/2026,ai,all,any_ai,278,307,90.6,276
6/4/2026,ai,all,genai,221,307,72,214
6/4/2026,ai,all,ml,228,307,74.3,226
6/4/2026,ai,mid,any_ai,153,165,92.7,151
6/4/2026,ai,mid,genai,129,165,78.2,124
6/4/2026,ai,mid,ml,118,165,71.5,116
6/4/2026,ai,senior,any_ai,125,142,88,125
6/4/2026,ai,senior,genai,92,142,64.8,90
6/4/2026,ai,senior,ml,110,142,77.5,110
6/4/2026,data,all,any_ai,76,298,25.5,72
6/4/2026,data,all,genai,35,298,11.7,32
6/4/2026,data,all,ml,58,298,19.5,57
6/4/2026,data,entry,any_ai,0,3,0,0
6/4/2026,data,entry,genai,0,3,0,0
6/4/2026,data,entry,ml,0,3,0,0
6/4/2026,data,mid,any_ai,21,130,16.2,21
6/4/2026,data,mid,genai,11,130,8.5,11
6/4/2026,data,mid,ml,17,130,13.1,17
6/4/2026,data,senior,any_ai,55,165,33.3,51
6/4/2026,data,senior,genai,24,165,14.5,21
6/4/2026,data,senior,ml,41,165,24.8,40
6/4/2026,devops,all,any_ai,71,233,30.5,60
6/4/2026,devops,all,genai,59,233,25.3,48
6/4/2026,devops,all,ml,23,233,9.9,23
6/4/2026,devops,entry,any_ai,0,1,0,0
6/4/2026,devops,entry,genai,0,1,0,0
6/4/2026,devops,entry,ml,0,1,0,0
6/4/2026,devops,mid,any_ai,44,136,32.4,33
6/4/2026,devops,mid,genai,41,136,30.1,30
6/4/2026,devops,mid,ml,11,136,8.1,11
6/4/2026,devops,senior,any_ai,27,96,28.1,27
6/4/2026,devops,senior,genai,18,96,18.8,18
6/4/2026,devops,senior,ml,12,96,12.5,12
6/4/2026,engineering,all,any_ai,279,1084,25.7,264
6/4/2026,engineering,all,genai,172,1084,15.9,159
6/4/2026,engineering,all,ml,176,1084,16.2,169
6/4/2026,engineering,entry,any_ai,5,18,27.8,4
6/4/2026,engineering,entry,genai,3,18,16.7,2
6/4/2026,engineering,entry,ml,2,18,11.1,2
6/4/2026,engineering,mid,any_ai,74,404,18.3,70
6/4/2026,engineering,mid,genai,48,404,11.9,46
6/4/2026,engineering,mid,ml,39,404,9.7,34
6/4/2026,engineering,senior,any_ai,200,662,30.2,190
6/4/2026,engineering,senior,genai,121,662,18.3,111
6/4/2026,engineering,senior,ml,135,662,20.4,133
6/4/2026,product,all,any_ai,95,341,27.9,91
6/4/2026,product,all,genai,70,341,20.5,65
6/4/2026,product,all,ml,47,341,13.8,46
6/4/2026,product,entry,any_ai,0,3,0,0
6/4/2026,product,entry,genai,0,3,0,0
6/4/2026,product,entry,ml,0,3,0,0
6/4/2026,product,mid,any_ai,30,105,28.6,27
6/4/2026,product,mid,genai,24,105,22.9,21
6/4/2026,product,mid,ml,10,105,9.5,10
6/4/2026,product,senior,any_ai,65,233,27.9,64
6/4/2026,product,senior,genai,46,233,19.7,44
6/4/2026,product,senior,ml,37,233,15.9,36
6/4/2026,security,all,any_ai,12,57,21.1,8
6/4/2026,security,all,genai,12,57,21.1,8
6/4/2026,security,all,ml,2,57,3.5,2
6/4/2026,security,entry,any_ai,0,3,0,0
6/4/2026,security,entry,genai,0,3,0,0
6/4/2026,security,entry,ml,0,3,0,0
6/4/2026,security,mid,any_ai,5,24,20.8,3
6/4/2026,security,mid,genai,5,24,20.8,3
6/4/2026,security,mid,ml,0,24,0,0
6/4/2026,security,senior,any_ai,7,30,23.3,5
6/4/2026,security,senior,genai,7,30,23.3,5
6/4/2026,security,senior,ml,2,30,6.7,2
6/11/2026,ai,all,any_ai,219,234,93.6,217
6/11/2026,ai,all,genai,177,234,75.6,170
6/11/2026,ai,all,ml,180,234,76.9,177
6/11/2026,ai,mid,any_ai,122,125,97.6,120
6/11/2026,ai,mid,genai,103,125,82.4,98
6/11/2026,ai,mid,ml,97,125,77.6,95
6/11/2026,ai,senior,any_ai,97,109,89,97
6/11/2026,ai,senior,genai,74,109,67.9,72
6/11/2026,ai,senior,ml,83,109,76.1,82
6/11/2026,data,all,any_ai,62,179,34.6,58
6/11/2026,data,all,genai,25,179,14,22
6/11/2026,data,all,ml,50,179,27.9,49
6/11/2026,data,entry,any_ai,0,1,0,0
6/11/2026,data,entry,genai,0,1,0,0
6/11/2026,data,entry,ml,0,1,0,0
6/11/2026,data,mid,any_ai,16,76,21.1,16
6/11/2026,data,mid,genai,8,76,10.5,8
6/11/2026,data,mid,ml,13,76,17.1,13
6/11/2026,data,senior,any_ai,46,102,45.1,42
6/11/2026,data,senior,genai,17,102,16.7,14
6/11/2026,data,senior,ml,37,102,36.3,36
6/11/2026,devops,all,any_ai,55,170,32.4,44
6/11/2026,devops,all,genai,43,170,25.3,32
6/11/2026,devops,all,ml,20,170,11.8,20
6/11/2026,devops,entry,any_ai,0,1,0,0
6/11/2026,devops,entry,genai,0,1,0,0
6/11/2026,devops,entry,ml,0,1,0,0
6/11/2026,devops,mid,any_ai,37,94,39.4,26
6/11/2026,devops,mid,genai,34,94,36.2,23
6/11/2026,devops,mid,ml,8,94,8.5,8
6/11/2026,devops,senior,any_ai,18,75,24,18
6/11/2026,devops,senior,genai,9,75,12,9
6/11/2026,devops,senior,ml,12,75,16,12
6/11/2026,engineering,all,any_ai,246,761,32.3,230
6/11/2026,engineering,all,genai,158,761,20.8,144
6/11/2026,engineering,all,ml,151,761,19.8,144
6/11/2026,engineering,entry,any_ai,3,13,23.1,2
6/11/2026,engineering,entry,genai,3,13,23.1,2
6/11/2026,engineering,entry,ml,0,13,0,0
6/11/2026,engineering,mid,any_ai,62,250,24.8,57
6/11/2026,engineering,mid,genai,48,250,19.2,45
6/11/2026,engineering,mid,ml,27,250,10.8,22
6/11/2026,engineering,senior,any_ai,181,498,36.3,171
6/11/2026,engineering,senior,genai,107,498,21.5,97
6/11/2026,engineering,senior,ml,124,498,24.9,122
6/11/2026,product,all,any_ai,85,304,28,81
6/11/2026,product,all,genai,63,304,20.7,58
6/11/2026,product,all,ml,43,304,14.1,42
6/11/2026,product,mid,any_ai,26,95,27.4,23
6/11/2026,product,mid,genai,23,95,24.2,20
6/11/2026,product,mid,ml,8,95,8.4,8
6/11/2026,product,senior,any_ai,59,209,28.2,58
6/11/2026,product,senior,genai,40,209,19.1,38
6/11/2026,product,senior,ml,35,209,16.7,34
6/11/2026,security,all,any_ai,11,58,19,7
6/11/2026,security,all,genai,11,58,19,7
6/11/2026,security,all,ml,1,58,1.7,1
6/11/2026,security,entry,any_ai,0,3,0,0
6/11/2026,security,entry,genai,0,3,0,0
6/11/2026,security,entry,ml,0,3,0,0
6/11/2026,security,mid,any_ai,4,25,16,2
6/11/2026,security,mid,genai,4,25,16,2
6/11/2026,security,mid,ml,0,25,0,0
6/11/2026,security,senior,any_ai,7,30,23.3,5
6/11/2026,security,senior,genai,7,30,23.3,5
6/11/2026,security,senior,ml,1,30,3.3,1
6/18/2026,ai,all,any_ai,219,234,93.6,217
6/18/2026,ai,all,genai,177,234,75.6,170
6/18/2026,ai,all,ml,180,234,76.9,177
6/18/2026,ai,mid,any_ai,122,125,97.6,120
6/18/2026,ai,mid,genai,103,125,82.4,98
6/18/2026,ai,mid,ml,97,125,77.6,95
6/18/2026,ai,senior,any_ai,97,109,89,97
6/18/2026,ai,senior,genai,74,109,67.9,72
6/18/2026,ai,senior,ml,83,109,76.1,82
6/18/2026,data,all,any_ai,62,179,34.6,58
6/18/2026,data,all,genai,25,179,14,22
6/18/2026,data,all,ml,50,179,27.9,49
6/18/2026,data,entry,any_ai,0,1,0,0
6/18/2026,data,entry,genai,0,1,0,0
6/18/2026,data,entry,ml,0,1,0,0
6/18/2026,data,mid,any_ai,16,76,21.1,16
6/18/2026,data,mid,genai,8,76,10.5,8
6/18/2026,data,mid,ml,13,76,17.1,13
6/18/2026,data,senior,any_ai,46,102,45.1,42
6/18/2026,data,senior,genai,17,102,16.7,14
6/18/2026,data,senior,ml,37,102,36.3,36
6/18/2026,devops,all,any_ai,55,170,32.4,44
6/18/2026,devops,all,genai,43,170,25.3,32
6/18/2026,devops,all,ml,20,170,11.8,20
6/18/2026,devops,entry,any_ai,0,1,0,0
6/18/2026,devops,entry,genai,0,1,0,0
6/18/2026,devops,entry,ml,0,1,0,0
6/18/2026,devops,mid,any_ai,37,94,39.4,26
6/18/2026,devops,mid,genai,34,94,36.2,23
6/18/2026,devops,mid,ml,8,94,8.5,8
6/18/2026,devops,senior,any_ai,18,75,24,18
6/18/2026,devops,senior,genai,9,75,12,9
6/18/2026,devops,senior,ml,12,75,16,12
6/18/2026,engineering,all,any_ai,246,761,32.3,230
6/18/2026,engineering,all,genai,158,761,20.8,144
6/18/2026,engineering,all,ml,151,761,19.8,144
6/18/2026,engineering,entry,any_ai,3,13,23.1,2
6/18/2026,engineering,entry,genai,3,13,23.1,2
6/18/2026,engineering,entry,ml,0,13,0,0
6/18/2026,engineering,mid,any_ai,62,250,24.8,57
6/18/2026,engineering,mid,genai,48,250,19.2,45
6/18/2026,engineering,mid,ml,27,250,10.8,22
6/18/2026,engineering,senior,any_ai,181,498,36.3,171
6/18/2026,engineering,senior,genai,107,498,21.5,97
6/18/2026,engineering,senior,ml,124,498,24.9,122
6/18/2026,product,all,any_ai,85,304,28,81
6/18/2026,product,all,genai,63,304,20.7,58
6/18/2026,product,all,ml,43,304,14.1,42
6/18/2026,product,mid,any_ai,26,95,27.4,23
6/18/2026,product,mid,genai,23,95,24.2,20
6/18/2026,product,mid,ml,8,95,8.4,8
6/18/2026,product,senior,any_ai,59,209,28.2,58
6/18/2026,product,senior,genai,40,209,19.1,38
6/18/2026,product,senior,ml,35,209,16.7,34
6/18/2026,security,all,any_ai,11,58,19,7
6/18/2026,security,all,genai,11,58,19,7
6/18/2026,security,all,ml,1,58,1.7,1
6/18/2026,security,entry,any_ai,0,3,0,0
6/18/2026,security,entry,genai,0,3,0,0
6/18/2026,security,entry,ml,0,3,0,0
6/18/2026,security,mid,any_ai,4,25,16,2
6/18/2026,security,mid,genai,4,25,16,2
6/18/2026,security,mid,ml,0,25,0,0
6/18/2026,security,senior,any_ai,7,30,23.3,5
6/18/2026,security,senior,genai,7,30,23.3,5
6/18/2026,security,senior,ml,1,30,3.3,1
6/25/2026,ai,all,any_ai,427,579,73.7,424
6/25/2026,ai,all,genai,276,579,47.7,268
6/25/2026,ai,all,ml,327,579,56.5,324
6/25/2026,ai,entry,any_ai,6,11,54.5,6
6/25/2026,ai,entry,genai,0,11,0,0
6/25/2026,ai,entry,ml,6,11,54.5,6
6/25/2026,ai,mid,any_ai,225,307,73.3,222
6/25/2026,ai,mid,genai,147,307,47.9,141
6/25/2026,ai,mid,ml,172,307,56,170
6/25/2026,ai,senior,any_ai,196,261,75.1,196
6/25/2026,ai,senior,genai,129,261,49.4,127
6/25/2026,ai,senior,ml,149,261,57.1,148
6/25/2026,data,all,any_ai,193,1102,17.5,189
6/25/2026,data,all,genai,60,1102,5.4,57
6/25/2026,data,all,ml,161,1102,14.6,160
6/25/2026,data,entry,any_ai,2,24,8.3,2
6/25/2026,data,entry,genai,1,24,4.2,1
6/25/2026,data,entry,ml,1,24,4.2,1
6/25/2026,data,mid,any_ai,82,625,13.1,82
6/25/2026,data,mid,genai,25,625,4,25
6/25/2026,data,mid,ml,68,625,10.9,68
6/25/2026,data,senior,any_ai,109,453,24.1,105
6/25/2026,data,senior,genai,34,453,7.5,31
6/25/2026,data,senior,ml,92,453,20.3,91
6/25/2026,devops,all,any_ai,82,592,13.9,69
6/25/2026,devops,all,genai,53,592,9,42
6/25/2026,devops,all,ml,42,592,7.1,40
6/25/2026,devops,entry,any_ai,0,5,0,0
6/25/2026,devops,entry,genai,0,5,0,0
6/25/2026,devops,entry,ml,0,5,0,0
6/25/2026,devops,mid,any_ai,42,341,12.3,29
6/25/2026,devops,mid,genai,35,341,10.3,24
6/25/2026,devops,mid,ml,12,341,3.5,10
6/25/2026,devops,senior,any_ai,40,246,16.3,40
6/25/2026,devops,senior,genai,18,246,7.3,18
6/25/2026,devops,senior,ml,30,246,12.2,30
6/25/2026,engineering,all,any_ai,335,1676,20,314
6/25/2026,engineering,all,genai,231,1676,13.8,211
6/25/2026,engineering,all,ml,185,1676,11,175
6/25/2026,engineering,entry,any_ai,3,32,9.4,2
6/25/2026,engineering,entry,genai,3,32,9.4,2
6/25/2026,engineering,entry,ml,0,32,0,0
6/25/2026,engineering,mid,any_ai,106,643,16.5,101
6/25/2026,engineering,mid,genai,82,643,12.8,79
6/25/2026,engineering,mid,ml,39,643,6.1,34
6/25/2026,engineering,senior,any_ai,226,1001,22.6,211
6/25/2026,engineering,senior,genai,146,1001,14.6,130
6/25/2026,engineering,senior,ml,146,1001,14.6,141
6/25/2026,product,all,any_ai,126,590,21.4,117
6/25/2026,product,all,genai,90,590,15.3,82
6/25/2026,product,all,ml,68,590,11.5,65
6/25/2026,product,entry,any_ai,0,7,0,0
6/25/2026,product,entry,genai,0,7,0,0
6/25/2026,product,entry,ml,0,7,0,0
6/25/2026,product,mid,any_ai,43,251,17.1,38
6/25/2026,product,mid,genai,32,251,12.7,29
6/25/2026,product,mid,ml,23,251,9.2,21
6/25/2026,product,senior,any_ai,83,332,25,79
6/25/2026,product,senior,genai,58,332,17.5,53
6/25/2026,product,senior,ml,45,332,13.6,44
6/25/2026,security,all,any_ai,14,258,5.4,9
6/25/2026,security,all,genai,13,258,5,8
6/25/2026,security,all,ml,2,258,0.8,2
6/25/2026,security,entry,any_ai,0,9,0,0
6/25/2026,security,entry,genai,0,9,0,0
6/25/2026,security,entry,ml,0,9,0,0
6/25/2026,security,mid,any_ai,5,161,3.1,3
6/25/2026,security,mid,genai,4,161,2.5,2
6/25/2026,security,mid,ml,1,161,0.6,1
6/25/2026,security,senior,any_ai,9,88,10.2,6
6/25/2026,security,senior,genai,9,88,10.2,6
6/25/2026,security,senior,ml,1,88,1.1,1
7/2/2026,ai,all,any_ai,321,390,82.3,317
7/2/2026,ai,all,genai,235,390,60.3,226
7/2/2026,ai,all,ml,254,390,65.1,250
7/2/2026,ai,entry,any_ai,2,4,50,2
7/2/2026,ai,entry,genai,0,4,0,0
7/2/2026,ai,entry,ml,2,4,50,2
7/2/2026,ai,mid,any_ai,178,205,86.8,175
7/2/2026,ai,mid,genai,130,205,63.4,124
7/2/2026,ai,mid,ml,135,205,65.9,133
7/2/2026,ai,senior,any_ai,141,181,77.9,140
7/2/2026,ai,senior,genai,105,181,58,102
7/2/2026,ai,senior,ml,117,181,64.6,115
7/2/2026,data,all,any_ai,175,786,22.3,171
7/2/2026,data,all,genai,70,786,8.9,67
7/2/2026,data,all,ml,154,786,19.6,153
7/2/2026,data,entry,any_ai,0,9,0,0
7/2/2026,data,entry,genai,0,9,0,0
7/2/2026,data,entry,ml,0,9,0,0
7/2/2026,data,mid,any_ai,92,461,20,92
7/2/2026,data,mid,genai,38,461,8.2,38
7/2/2026,data,mid,ml,85,461,18.4,85
7/2/2026,data,senior,any_ai,83,316,26.3,79
7/2/2026,data,senior,genai,32,316,10.1,29
7/2/2026,data,senior,ml,69,316,21.8,68
7/2/2026,devops,all,any_ai,68,390,17.4,55
7/2/2026,devops,all,genai,52,390,13.3,41
7/2/2026,devops,all,ml,23,390,5.9,21
7/2/2026,devops,entry,any_ai,0,10,0,0
7/2/2026,devops,entry,genai,0,10,0,0
7/2/2026,devops,entry,ml,0,10,0,0
