snapshot_date,category,seniority,tier,listings_with_ai,total_listings,pct,required_count
3/12/2026,devops,senior,genai,2,53,3.8,2
3/12/2026,devops,senior,ml,3,53,5.7,3
3/12/2026,engineering,all,any_ai,299,813,36.8,297
3/12/2026,engineering,all,genai,169,813,20.8,168
3/12/2026,engineering,all,ml,217,813,26.7,213
3/12/2026,engineering,entry,any_ai,3,6,50,3
3/12/2026,engineering,entry,genai,1,6,16.7,1
3/12/2026,engineering,entry,ml,3,6,50,3
3/12/2026,engineering,mid,any_ai,59,263,22.4,58
3/12/2026,engineering,mid,genai,38,263,14.4,38
3/12/2026,engineering,mid,ml,36,263,13.7,32
3/12/2026,engineering,senior,any_ai,237,544,43.6,236
3/12/2026,engineering,senior,genai,130,544,23.9,129
3/12/2026,engineering,senior,ml,178,544,32.7,178
3/12/2026,product,all,any_ai,83,223,37.2,83
3/12/2026,product,all,genai,64,223,28.7,64
3/12/2026,product,all,ml,40,223,17.9,40
3/12/2026,product,entry,any_ai,1,2,50,1
3/12/2026,product,entry,genai,0,2,0,0
3/12/2026,product,entry,ml,1,2,50,1
3/12/2026,product,mid,any_ai,22,71,31,22
3/12/2026,product,mid,genai,21,71,29.6,21
3/12/2026,product,mid,ml,4,71,5.6,4
3/12/2026,product,senior,any_ai,60,150,40,60
3/12/2026,product,senior,genai,43,150,28.7,43
3/12/2026,product,senior,ml,35,150,23.3,35
3/12/2026,security,all,any_ai,6,25,24,6
3/12/2026,security,all,genai,3,25,12,3
3/12/2026,security,all,ml,5,25,20,5
3/12/2026,security,mid,any_ai,0,8,0,0
3/12/2026,security,mid,genai,0,8,0,0
3/12/2026,security,mid,ml,0,8,0,0
3/12/2026,security,senior,any_ai,6,17,35.3,6
3/12/2026,security,senior,genai,3,17,17.6,3
3/12/2026,security,senior,ml,5,17,29.4,5
3/19/2026,ai,all,any_ai,264,277,95.3,264
3/19/2026,ai,all,genai,221,277,79.8,218
3/19/2026,ai,all,ml,192,277,69.3,192
3/19/2026,ai,entry,any_ai,1,1,100,1
3/19/2026,ai,entry,genai,1,1,100,1
3/19/2026,ai,entry,ml,1,1,100,1
3/19/2026,ai,mid,any_ai,140,149,94,140
3/19/2026,ai,mid,genai,122,149,81.9,121
3/19/2026,ai,mid,ml,100,149,67.1,100
3/19/2026,ai,senior,any_ai,123,127,96.9,123
3/19/2026,ai,senior,genai,98,127,77.2,96
3/19/2026,ai,senior,ml,91,127,71.7,91
3/19/2026,data,all,any_ai,99,162,61.1,98
3/19/2026,data,all,genai,34,162,21,34
3/19/2026,data,all,ml,85,162,52.5,84
3/19/2026,data,mid,any_ai,26,63,41.3,26
3/19/2026,data,mid,genai,9,63,14.3,9
3/19/2026,data,mid,ml,23,63,36.5,23
3/19/2026,data,senior,any_ai,73,99,73.7,72
3/19/2026,data,senior,genai,25,99,25.3,25
3/19/2026,data,senior,ml,62,99,62.6,61
3/19/2026,devops,all,any_ai,11,90,12.2,11
3/19/2026,devops,all,genai,9,90,10,9
3/19/2026,devops,all,ml,7,90,7.8,7
3/19/2026,devops,entry,any_ai,0,3,0,0
3/19/2026,devops,entry,genai,0,3,0,0
3/19/2026,devops,entry,ml,0,3,0,0
3/19/2026,devops,mid,any_ai,8,31,25.8,8
3/19/2026,devops,mid,genai,7,31,22.6,7
3/19/2026,devops,mid,ml,4,31,12.9,4
3/19/2026,devops,senior,any_ai,3,56,5.4,3
3/19/2026,devops,senior,genai,2,56,3.6,2
3/19/2026,devops,senior,ml,3,56,5.4,3
3/19/2026,engineering,all,any_ai,317,868,36.5,315
3/19/2026,engineering,all,genai,185,868,21.3,184
3/19/2026,engineering,all,ml,225,868,25.9,221
3/19/2026,engineering,entry,any_ai,5,8,62.5,5
3/19/2026,engineering,entry,genai,3,8,37.5,3
3/19/2026,engineering,entry,ml,3,8,37.5,3
3/19/2026,engineering,mid,any_ai,62,275,22.5,61
3/19/2026,engineering,mid,genai,41,275,14.9,41
3/19/2026,engineering,mid,ml,38,275,13.8,34
3/19/2026,engineering,senior,any_ai,250,585,42.7,249
3/19/2026,engineering,senior,genai,141,585,24.1,140
3/19/2026,engineering,senior,ml,184,585,31.5,184
3/19/2026,product,all,any_ai,89,242,36.8,88
3/19/2026,product,all,genai,69,242,28.5,68
3/19/2026,product,all,ml,41,242,16.9,41
3/19/2026,product,entry,any_ai,1,2,50,1
3/19/2026,product,entry,genai,0,2,0,0
3/19/2026,product,entry,ml,1,2,50,1
3/19/2026,product,mid,any_ai,23,75,30.7,22
3/19/2026,product,mid,genai,22,75,29.3,21
3/19/2026,product,mid,ml,4,75,5.3,4
3/19/2026,product,senior,any_ai,65,165,39.4,65
3/19/2026,product,senior,genai,47,165,28.5,47
3/19/2026,product,senior,ml,36,165,21.8,36
3/19/2026,security,all,any_ai,7,27,25.9,7
3/19/2026,security,all,genai,4,27,14.8,4
3/19/2026,security,all,ml,6,27,22.2,6
3/19/2026,security,mid,any_ai,0,8,0,0
3/19/2026,security,mid,genai,0,8,0,0
3/19/2026,security,mid,ml,0,8,0,0
3/19/2026,security,senior,any_ai,7,19,36.8,7
3/19/2026,security,senior,genai,4,19,21.1,4
3/19/2026,security,senior,ml,6,19,31.6,6
3/26/2026,ai,all,any_ai,273,288,94.8,273
3/26/2026,ai,all,genai,230,288,79.9,227
3/26/2026,ai,all,ml,201,288,69.8,201
3/26/2026,ai,entry,any_ai,1,1,100,1
3/26/2026,ai,entry,genai,1,1,100,1
3/26/2026,ai,entry,ml,1,1,100,1
3/26/2026,ai,mid,any_ai,146,157,93,146
3/26/2026,ai,mid,genai,128,157,81.5,127
3/26/2026,ai,mid,ml,106,157,67.5,106
3/26/2026,ai,senior,any_ai,126,130,96.9,126
3/26/2026,ai,senior,genai,101,130,77.7,99
3/26/2026,ai,senior,ml,94,130,72.3,94
3/26/2026,data,all,any_ai,107,181,59.1,106
3/26/2026,data,all,genai,39,181,21.5,39
3/26/2026,data,all,ml,90,181,49.7,89
3/26/2026,data,mid,any_ai,29,68,42.6,29
3/26/2026,data,mid,genai,10,68,14.7,10
3/26/2026,data,mid,ml,25,68,36.8,25
3/26/2026,data,senior,any_ai,78,113,69,77
3/26/2026,data,senior,genai,29,113,25.7,29
3/26/2026,data,senior,ml,65,113,57.5,64
3/26/2026,devops,all,any_ai,12,92,13,12
3/26/2026,devops,all,genai,9,92,9.8,9
3/26/2026,devops,all,ml,8,92,8.7,8
3/26/2026,devops,entry,any_ai,0,3,0,0
3/26/2026,devops,entry,genai,0,3,0,0
3/26/2026,devops,entry,ml,0,3,0,0
3/26/2026,devops,mid,any_ai,9,32,28.1,9
3/26/2026,devops,mid,genai,7,32,21.9,7
3/26/2026,devops,mid,ml,5,32,15.6,5
3/26/2026,devops,senior,any_ai,3,57,5.3,3
3/26/2026,devops,senior,genai,2,57,3.5,2
3/26/2026,devops,senior,ml,3,57,5.3,3
3/26/2026,engineering,all,any_ai,324,890,36.4,322
3/26/2026,engineering,all,genai,191,890,21.5,190
3/26/2026,engineering,all,ml,230,890,25.8,225
3/26/2026,engineering,entry,any_ai,5,8,62.5,5
3/26/2026,engineering,entry,genai,3,8,37.5,3
3/26/2026,engineering,entry,ml,3,8,37.5,3
3/26/2026,engineering,mid,any_ai,62,282,22,61
3/26/2026,engineering,mid,genai,41,282,14.5,41
3/26/2026,engineering,mid,ml,38,282,13.5,34
3/26/2026,engineering,senior,any_ai,257,600,42.8,256
3/26/2026,engineering,senior,genai,147,600,24.5,146
3/26/2026,engineering,senior,ml,189,600,31.5,188
3/26/2026,product,all,any_ai,91,251,36.3,90
3/26/2026,product,all,genai,71,251,28.3,70
3/26/2026,product,all,ml,42,251,16.7,42
3/26/2026,product,entry,any_ai,1,3,33.3,1
3/26/2026,product,entry,genai,0,3,0,0
3/26/2026,product,entry,ml,1,3,33.3,1
3/26/2026,product,mid,any_ai,23,76,30.3,22
3/26/2026,product,mid,genai,22,76,28.9,21
3/26/2026,product,mid,ml,4,76,5.3,4
3/26/2026,product,senior,any_ai,67,172,39,67
3/26/2026,product,senior,genai,49,172,28.5,49
3/26/2026,product,senior,ml,37,172,21.5,37
3/26/2026,security,all,any_ai,9,29,31,9
3/26/2026,security,all,genai,6,29,20.7,6
3/26/2026,security,all,ml,8,29,27.6,8
3/26/2026,security,mid,any_ai,0,8,0,0
3/26/2026,security,mid,genai,0,8,0,0
3/26/2026,security,mid,ml,0,8,0,0
3/26/2026,security,senior,any_ai,9,21,42.9,9
3/26/2026,security,senior,genai,6,21,28.6,6
3/26/2026,security,senior,ml,8,21,38.1,8
4/2/2026,ai,all,any_ai,302,321,94.1,302
4/2/2026,ai,all,genai,257,321,80.1,254
4/2/2026,ai,all,ml,230,321,71.7,230
4/2/2026,ai,entry,any_ai,1,1,100,1
4/2/2026,ai,entry,genai,1,1,100,1
4/2/2026,ai,entry,ml,1,1,100,1
4/2/2026,ai,mid,any_ai,161,174,92.5,161
4/2/2026,ai,mid,genai,141,174,81,140
4/2/2026,ai,mid,ml,121,174,69.5,121
4/2/2026,ai,senior,any_ai,140,146,95.9,140
4/2/2026,ai,senior,genai,115,146,78.8,113
4/2/2026,ai,senior,ml,108,146,74,108
4/2/2026,data,all,any_ai,125,215,58.1,124
4/2/2026,data,all,genai,44,215,20.5,44
4/2/2026,data,all,ml,105,215,48.8,104
4/2/2026,data,mid,any_ai,38,86,44.2,38
4/2/2026,data,mid,genai,13,86,15.1,13
4/2/2026,data,mid,ml,31,86,36,31
4/2/2026,data,senior,any_ai,87,129,67.4,86
4/2/2026,data,senior,genai,31,129,24,31
4/2/2026,data,senior,ml,74,129,57.4,73
4/2/2026,devops,all,any_ai,19,133,14.3,19
4/2/2026,devops,all,genai,16,133,12,16
4/2/2026,devops,all,ml,14,133,10.5,14
4/2/2026,devops,entry,any_ai,0,3,0,0
4/2/2026,devops,entry,genai,0,3,0,0
4/2/2026,devops,entry,ml,0,3,0,0
4/2/2026,devops,mid,any_ai,15,50,30,15
4/2/2026,devops,mid,genai,13,50,26,13
4/2/2026,devops,mid,ml,11,50,22,11
4/2/2026,devops,senior,any_ai,4,80,5,4
4/2/2026,devops,senior,genai,3,80,3.8,3
4/2/2026,devops,senior,ml,3,80,3.8,3
4/2/2026,engineering,all,any_ai,381,1041,36.6,377
4/2/2026,engineering,all,genai,239,1041,23,236
4/2/2026,engineering,all,ml,255,1041,24.5,250
4/2/2026,engineering,entry,any_ai,6,9,66.7,6
4/2/2026,engineering,entry,genai,4,9,44.4,4
4/2/2026,engineering,entry,ml,3,9,33.3,3
4/2/2026,engineering,mid,any_ai,75,326,23,74
4/2/2026,engineering,mid,genai,53,326,16.3,53
4/2/2026,engineering,mid,ml,42,326,12.9,38
4/2/2026,engineering,senior,any_ai,300,706,42.5,297
4/2/2026,engineering,senior,genai,182,706,25.8,179
4/2/2026,engineering,senior,ml,210,706,29.7,209
4/2/2026,product,all,any_ai,101,298,33.9,100
4/2/2026,product,all,genai,81,298,27.2,78
4/2/2026,product,all,ml,46,298,15.4,46
4/2/2026,product,entry,any_ai,1,3,33.3,1
4/2/2026,product,entry,genai,0,3,0,0
4/2/2026,product,entry,ml,1,3,33.3,1
4/2/2026,product,mid,any_ai,27,90,30,26
4/2/2026,product,mid,genai,26,90,28.9,25
4/2/2026,product,mid,ml,4,90,4.4,4
4/2/2026,product,senior,any_ai,73,205,35.6,73
4/2/2026,product,senior,genai,55,205,26.8,53
4/2/2026,product,senior,ml,41,205,20,41
4/2/2026,security,all,any_ai,9,41,22,9
4/2/2026,security,all,genai,6,41,14.6,6
4/2/2026,security,all,ml,8,41,19.5,8
4/2/2026,security,entry,any_ai,0,1,0,0
4/2/2026,security,entry,genai,0,1,0,0
4/2/2026,security,entry,ml,0,1,0,0
4/2/2026,security,mid,any_ai,0,9,0,0
4/2/2026,security,mid,genai,0,9,0,0
4/2/2026,security,mid,ml,0,9,0,0
4/2/2026,security,senior,any_ai,9,31,29,9
4/2/2026,security,senior,genai,6,31,19.4,6
4/2/2026,security,senior,ml,8,31,25.8,8
4/9/2026,ai,all,any_ai,375,431,87,375
4/9/2026,ai,all,genai,288,431,66.8,285
4/9/2026,ai,all,ml,291,431,67.5,291
4/9/2026,ai,entry,any_ai,1,2,50,1
4/9/2026,ai,entry,genai,1,2,50,1
4/9/2026,ai,entry,ml,1,2,50,1
4/9/2026,ai,mid,any_ai,191,223,85.7,191
4/9/2026,ai,mid,genai,159,223,71.3,158
4/9/2026,ai,mid,ml,145,223,65,145
4/9/2026,ai,senior,any_ai,183,206,88.8,183
4/9/2026,ai,senior,genai,128,206,62.1,126
4/9/2026,ai,senior,ml,145,206,70.4,145
4/9/2026,data,all,any_ai,173,468,37,172
4/9/2026,data,all,genai,72,468,15.4,72
4/9/2026,data,all,ml,137,468,29.3,136
4/9/2026,data,entry,any_ai,0,2,0,0
4/9/2026,data,entry,genai,0,2,0,0
4/9/2026,data,entry,ml,0,2,0,0
4/9/2026,data,mid,any_ai,57,221,25.8,57
4/9/2026,data,mid,genai,20,221,9,20
4/9/2026,data,mid,ml,46,221,20.8,46
4/9/2026,data,senior,any_ai,116,245,47.3,115
4/9/2026,data,senior,genai,52,245,21.2,52
4/9/2026,data,senior,ml,91,245,37.1,90
4/9/2026,devops,all,any_ai,73,315,23.2,73
4/9/2026,devops,all,genai,55,315,17.5,55
4/9/2026,devops,all,ml,41,315,13,41
4/9/2026,devops,entry,any_ai,0,6,0,0
4/9/2026,devops,entry,genai,0,6,0,0
4/9/2026,devops,entry,ml,0,6,0,0
4/9/2026,devops,mid,any_ai,50,147,34,50
4/9/2026,devops,mid,genai,41,147,27.9,41
4/9/2026,devops,mid,ml,27,147,18.4,27
4/9/2026,devops,senior,any_ai,23,162,14.2,23
4/9/2026,devops,senior,genai,14,162,8.6,14
4/9/2026,devops,senior,ml,14,162,8.6,14
4/9/2026,engineering,all,any_ai,467,1733,26.9,463
4/9/2026,engineering,all,genai,297,1733,17.1,294
4/9/2026,engineering,all,ml,296,1733,17.1,291
4/9/2026,engineering,entry,any_ai,7,28,25,7
4/9/2026,engineering,entry,genai,5,28,17.9,5
4/9/2026,engineering,entry,ml,4,28,14.3,4
4/9/2026,engineering,mid,any_ai,106,607,17.5,105
4/9/2026,engineering,mid,genai,71,607,11.7,71
4/9/2026,engineering,mid,ml,59,607,9.7,55
4/9/2026,engineering,senior,any_ai,354,1098,32.2,351
4/9/2026,engineering,senior,genai,221,1098,20.1,218
4/9/2026,engineering,senior,ml,233,1098,21.2,232
4/9/2026,product,all,any_ai,123,388,31.7,122
4/9/2026,product,all,genai,99,388,25.5,96
4/9/2026,product,all,ml,59,388,15.2,59
4/9/2026,product,entry,any_ai,1,3,33.3,1
4/9/2026,product,entry,genai,0,3,0,0
4/9/2026,product,entry,ml,1,3,33.3,1
4/9/2026,product,mid,any_ai,37,121,30.6,36
4/9/2026,product,mid,genai,33,121,27.3,32
4/9/2026,product,mid,ml,10,121,8.3,10
4/9/2026,product,senior,any_ai,85,264,32.2,85
4/9/2026,product,senior,genai,66,264,25,64
4/9/2026,product,senior,ml,48,264,18.2,48
4/9/2026,security,all,any_ai,10,64,15.6,10
4/9/2026,security,all,genai,7,64,10.9,7
4/9/2026,security,all,ml,8,64,12.5,8
4/9/2026,security,entry,any_ai,0,1,0,0
4/9/2026,security,entry,genai,0,1,0,0
4/9/2026,security,entry,ml,0,1,0,0
4/9/2026,security,mid,any_ai,0,24,0,0
4/9/2026,security,mid,genai,0,24,0,0
4/9/2026,security,mid,ml,0,24,0,0
4/9/2026,security,senior,any_ai,10,39,25.6,10
4/9/2026,security,senior,genai,7,39,17.9,7
4/9/2026,security,senior,ml,8,39,20.5,8
4/16/2026,ai,all,any_ai,375,417,89.9,375
4/16/2026,ai,all,genai,264,417,63.3,261
4/16/2026,ai,all,ml,302,417,72.4,302
4/16/2026,ai,entry,any_ai,1,1,100,1
4/16/2026,ai,entry,genai,1,1,100,1
4/16/2026,ai,entry,ml,1,1,100,1
4/16/2026,ai,mid,any_ai,193,214,90.2,193
4/16/2026,ai,mid,genai,142,214,66.4,141
4/16/2026,ai,mid,ml,150,214,70.1,150
4/16/2026,ai,senior,any_ai,181,202,89.6,181
4/16/2026,ai,senior,genai,121,202,59.9,119
4/16/2026,ai,senior,ml,151,202,74.8,151
4/16/2026,data,all,any_ai,172,427,40.3,171
4/16/2026,data,all,genai,64,427,15,64
4/16/2026,data,all,ml,141,427,33,140
4/16/2026,data,entry,any_ai,0,1,0,0
4/16/2026,data,entry,genai,0,1,0,0
4/16/2026,data,entry,ml,0,1,0,0
4/16/2026,data,mid,any_ai,51,188,27.1,51
4/16/2026,data,mid,genai,17,188,9,17
4/16/2026,data,mid,ml,43,188,22.9,43
4/16/2026,data,senior,any_ai,121,238,50.8,120
4/16/2026,data,senior,genai,47,238,19.7,47
4/16/2026,data,senior,ml,98,238,41.2,97
4/16/2026,devops,all,any_ai,77,391,19.7,77
4/16/2026,devops,all,genai,55,391,14.1,55
4/16/2026,devops,all,ml,41,391,10.5,41
4/16/2026,devops,entry,any_ai,6,9,66.7,6
4/16/2026,devops,entry,genai,0,9,0,0
4/16/2026,devops,entry,ml,6,9,66.7,6
4/16/2026,devops,mid,any_ai,44,169,26,44
4/16/2026,devops,mid,genai,37,169,21.9,37
4/16/2026,devops,mid,ml,21,169,12.4,21
4/16/2026,devops,senior,any_ai,27,213,12.7,27
4/16/2026,devops,senior,genai,18,213,8.5,18
4/16/2026,devops,senior,ml,14,213,6.6,14
4/16/2026,engineering,all,any_ai,463,1699,27.3,459
4/16/2026,engineering,all,genai,289,1699,17,286
4/16/2026,engineering,all,ml,302,1699,17.8,297
4/16/2026,engineering,entry,any_ai,7,33,21.2,7
4/16/2026,engineering,entry,genai,5,33,15.2,5
4/16/2026,engineering,entry,ml,4,33,12.1,4
4/16/2026,engineering,mid,any_ai,101,624,16.2,100
4/16/2026,engineering,mid,genai,63,624,10.1,63
4/16/2026,engineering,mid,ml,59,624,9.5,55
4/16/2026,engineering,senior,any_ai,355,1042,34.1,352
4/16/2026,engineering,senior,genai,221,1042,21.2,218
4/16/2026,engineering,senior,ml,239,1042,22.9,238
4/16/2026,product,all,any_ai,123,379,32.5,122
4/16/2026,product,all,genai,101,379,26.6,98
4/16/2026,product,all,ml,56,379,14.8,56
4/16/2026,product,entry,any_ai,1,3,33.3,1
4/16/2026,product,entry,genai,0,3,0,0
4/16/2026,product,entry,ml,1,3,33.3,1
4/16/2026,product,mid,any_ai,37,115,32.2,36
4/16/2026,product,mid,genai,33,115,28.7,32
4/16/2026,product,mid,ml,9,115,7.8,9
4/16/2026,product,senior,any_ai,85,261,32.6,85
4/16/2026,product,senior,genai,68,261,26.1,66
4/16/2026,product,senior,ml,46,261,17.6,46
4/16/2026,security,all,any_ai,9,70,12.9,9
4/16/2026,security,all,genai,6,70,8.6,6
4/16/2026,security,all,ml,8,70,11.4,8
4/16/2026,security,entry,any_ai,0,1,0,0
4/16/2026,security,entry,genai,0,1,0,0
4/16/2026,security,entry,ml,0,1,0,0
4/16/2026,security,mid,any_ai,0,27,0,0
4/16/2026,security,mid,genai,0,27,0,0
4/16/2026,security,mid,ml,0,27,0,0
4/16/2026,security,senior,any_ai,9,42,21.4,9
4/16/2026,security,senior,genai,6,42,14.3,6
4/16/2026,security,senior,ml,8,42,19,8
4/23/2026,ai,all,any_ai,351,382,91.9,351
4/23/2026,ai,all,genai,285,382,74.6,282
4/23/2026,ai,all,ml,270,382,70.7,269
4/23/2026,ai,entry,any_ai,1,1,100,1
4/23/2026,ai,entry,genai,1,1,100,1
4/23/2026,ai,entry,ml,1,1,100,1
4/23/2026,ai,mid,any_ai,178,195,91.3,178
4/23/2026,ai,mid,genai,151,195,77.4,150
4/23/2026,ai,mid,ml,133,195,68.2,132
4/23/2026,ai,senior,any_ai,172,186,92.5,172
4/23/2026,ai,senior,genai,133,186,71.5,131
4/23/2026,ai,senior,ml,136,186,73.1,136
4/23/2026,data,all,any_ai,150,387,38.8,149
4/23/2026,data,all,genai,60,387,15.5,60
4/23/2026,data,all,ml,119,387,30.7,118
4/23/2026,data,entry,any_ai,0,2,0,0
4/23/2026,data,entry,genai,0,2,0,0
4/23/2026,data,entry,ml,0,2,0,0
4/23/2026,data,mid,any_ai,43,170,25.3,43
4/23/2026,data,mid,genai,17,170,10,17
4/23/2026,data,mid,ml,35,170,20.6,35
4/23/2026,data,senior,any_ai,107,215,49.8,106
4/23/2026,data,senior,genai,43,215,20,43
4/23/2026,data,senior,ml,84,215,39.1,83
4/23/2026,devops,all,any_ai,60,332,18.1,60
4/23/2026,devops,all,genai,42,332,12.7,42
4/23/2026,devops,all,ml,27,332,8.1,27
4/23/2026,devops,entry,any_ai,0,6,0,0
4/23/2026,devops,entry,genai,0,6,0,0
4/23/2026,devops,entry,ml,0,6,0,0
4/23/2026,devops,mid,any_ai,37,139,26.6,37
4/23/2026,devops,mid,genai,29,139,20.9,29
4/23/2026,devops,mid,ml,13,139,9.4,13
4/23/2026,devops,senior,any_ai,23,187,12.3,23
4/23/2026,devops,senior,genai,13,187,7,13
4/23/2026,devops,senior,ml,14,187,7.5,14
4/23/2026,engineering,all,any_ai,483,1892,25.5,478
4/23/2026,engineering,all,genai,286,1892,15.1,282
4/23/2026,engineering,all,ml,319,1892,16.9,314
4/23/2026,engineering,entry,any_ai,10,45,22.2,10
4/23/2026,engineering,entry,genai,6,45,13.3,6
4/23/2026,engineering,entry,ml,6,45,13.3,6
4/23/2026,engineering,mid,any_ai,120,716,16.8,118
4/23/2026,engineering,mid,genai,67,716,9.4,66
4/23/2026,engineering,mid,ml,76,716,10.6,72
4/23/2026,engineering,senior,any_ai,353,1131,31.2,350
4/23/2026,engineering,senior,genai,213,1131,18.8,210
4/23/2026,engineering,senior,ml,237,1131,21,236
4/23/2026,product,all,any_ai,129,397,32.5,128
4/23/2026,product,all,genai,105,397,26.4,102
4/23/2026,product,all,ml,59,397,14.9,59
4/23/2026,product,entry,any_ai,1,4,25,1
4/23/2026,product,entry,genai,0,4,0,0
4/23/2026,product,entry,ml,1,4,25,1
4/23/2026,product,mid,any_ai,37,119,31.1,36
4/23/2026,product,mid,genai,32,119,26.9,31
4/23/2026,product,mid,ml,10,119,8.4,10
4/23/2026,product,senior,any_ai,91,274,33.2,91
4/23/2026,product,senior,genai,73,274,26.6,71
4/23/2026,product,senior,ml,48,274,17.5,48
4/23/2026,security,all,any_ai,14,72,19.4,12
4/23/2026,security,all,genai,9,72,12.5,7
4/23/2026,security,all,ml,10,72,13.9,10
4/23/2026,security,entry,any_ai,0,1,0,0
4/23/2026,security,entry,genai,0,1,0,0
4/23/2026,security,entry,ml,0,1,0,0
4/23/2026,security,mid,any_ai,3,24,12.5,1
4/23/2026,security,mid,genai,3,24,12.5,1
4/23/2026,security,mid,ml,0,24,0,0
4/23/2026,security,senior,any_ai,11,47,23.4,11
4/23/2026,security,senior,genai,6,47,12.8,6
4/23/2026,security,senior,ml,10,47,21.3,10
4/30/2026,ai,all,any_ai,349,380,91.8,347
4/30/2026,ai,all,genai,269,380,70.8,264
4/30/2026,ai,all,ml,275,380,72.4,274
4/30/2026,ai,mid,any_ai,181,198,91.4,179
4/30/2026,ai,mid,genai,145,198,73.2,142
4/30/2026,ai,mid,ml,137,198,69.2,136
4/30/2026,ai,senior,any_ai,168,182,92.3,168
4/30/2026,ai,senior,genai,124,182,68.1,122
4/30/2026,ai,senior,ml,138,182,75.8,138
4/30/2026,data,all,any_ai,145,316,45.9,144
4/30/2026,data,all,genai,57,316,18,57
4/30/2026,data,all,ml,114,316,36.1,113
4/30/2026,data,mid,any_ai,40,126,31.7,40
4/30/2026,data,mid,genai,16,126,12.7,16
4/30/2026,data,mid,ml,32,126,25.4,32
4/30/2026,data,senior,any_ai,105,190,55.3,104
4/30/2026,data,senior,genai,41,190,21.6,41
4/30/2026,data,senior,ml,82,190,43.2,81
4/30/2026,devops,all,any_ai,80,303,26.4,80
4/30/2026,devops,all,genai,59,303,19.5,59
4/30/2026,devops,all,ml,39,303,12.9,39
4/30/2026,devops,entry,any_ai,0,10,0,0
4/30/2026,devops,entry,genai,0,10,0,0
4/30/2026,devops,entry,ml,0,10,0,0
4/30/2026,devops,mid,any_ai,33,122,27,33
4/30/2026,devops,mid,genai,29,122,23.8,29
4/30/2026,devops,mid,ml,9,122,7.4,9
4/30/2026,devops,senior,any_ai,47,171,27.5,47
4/30/2026,devops,senior,genai,30,171,17.5,30
4/30/2026,devops,senior,ml,30,171,17.5,30
4/30/2026,engineering,all,any_ai,421,1374,30.6,414
4/30/2026,engineering,all,genai,255,1374,18.6,249
4/30/2026,engineering,all,ml,279,1374,20.3,274
4/30/2026,engineering,entry,any_ai,12,33,36.4,11
4/30/2026,engineering,entry,genai,7,33,21.2,6
4/30/2026,engineering,entry,ml,7,33,21.2,7
4/30/2026,engineering,mid,any_ai,96,484,19.8,94
4/30/2026,engineering,mid,genai,60,484,12.4,59
4/30/2026,engineering,mid,ml,58,484,12,54
4/30/2026,engineering,senior,any_ai,313,857,36.5,309
4/30/2026,engineering,senior,genai,188,857,21.9,184
4/30/2026,engineering,senior,ml,214,857,25,213
4/30/2026,product,all,any_ai,122,380,32.1,121
4/30/2026,product,all,genai,98,380,25.8,95
4/30/2026,product,all,ml,57,380,15,57
4/30/2026,product,entry,any_ai,0,2,0,0
4/30/2026,product,entry,genai,0,2,0,0
4/30/2026,product,entry,ml,0,2,0,0
4/30/2026,product,mid,any_ai,35,110,31.8,34
4/30/2026,product,mid,genai,30,110,27.3,29
4/30/2026,product,mid,ml,10,110,9.1,10
4/30/2026,product,senior,any_ai,87,268,32.5,87
4/30/2026,product,senior,genai,68,268,25.4,66
4/30/2026,product,senior,ml,47,268,17.5,47
4/30/2026,security,all,any_ai,13,60,21.7,11
4/30/2026,security,all,genai,8,60,13.3,6
4/30/2026,security,all,ml,9,60,15,9
4/30/2026,security,entry,any_ai,0,1,0,0
4/30/2026,security,entry,genai,0,1,0,0
4/30/2026,security,entry,ml,0,1,0,0
4/30/2026,security,mid,any_ai,3,18,16.7,1
4/30/2026,security,mid,genai,3,18,16.7,1
4/30/2026,security,mid,ml,0,18,0,0
4/30/2026,security,senior,any_ai,10,41,24.4,10
4/30/2026,security,senior,genai,5,41,12.2,5
4/30/2026,security,senior,ml,9,41,22,9
5/7/2026,ai,all,any_ai,309,341,90.6,307
5/7/2026,ai,all,genai,249,341,73,244
5/7/2026,ai,all,ml,240,341,70.4,239
5/7/2026,ai,entry,any_ai,1,1,100,1
5/7/2026,ai,entry,genai,1,1,100,1
5/7/2026,ai,entry,ml,0,1,0,0
5/7/2026,ai,mid,any_ai,165,182,90.7,163
5/7/2026,ai,mid,genai,141,182,77.5,138
5/7/2026,ai,mid,ml,121,182,66.5,120
5/7/2026,ai,senior,any_ai,143,158,90.5,143
5/7/2026,ai,senior,genai,107,158,67.7,105
5/7/2026,ai,senior,ml,119,158,75.3,119
5/7/2026,data,all,any_ai,138,315,43.8,134
5/7/2026,data,all,genai,57,315,18.1,54
5/7/2026,data,all,ml,105,315,33.3,104
5/7/2026,data,entry,any_ai,1,3,33.3,1
5/7/2026,data,entry,genai,1,3,33.3,1
5/7/2026,data,entry,ml,0,3,0,0
5/7/2026,data,mid,any_ai,39,134,29.1,39
5/7/2026,data,mid,genai,18,134,13.4,18
5/7/2026,data,mid,ml,30,134,22.4,30
5/7/2026,data,senior,any_ai,98,178,55.1,94
5/7/2026,data,senior,genai,38,178,21.3,35
5/7/2026,data,senior,ml,75,178,42.1,74
5/7/2026,devops,all,any_ai,62,252,24.6,62
5/7/2026,devops,all,genai,44,252,17.5,44
5/7/2026,devops,all,ml,30,252,11.9,30
5/7/2026,devops,entry,any_ai,0,11,0,0
